URLLength,IsDomainIP,HasObfuscation,NoOfSubDomain,IsHTTPS,URLSimilarityIndex,NoOfEqualsInURL,NoOfQMarkInURL,SpacialCharRatioInURL,DomainLength,TLDLegitimateProb,CharContinuationRate,URLCharProb,TLDLength,NoOfiFrame,NoOfPopup,HasHiddenFields,NoOfSelfRedirect,HasExternalFormSubmit,HasSubmitButton,HasPasswordField,HasSocialNet
35,0,0,2,1,82.8571,0,0,0.1714,27,0.5,0.1176,1.0,2,0,0,0,0,0,0,0,0
21,0,0,1,1,57.1429,0,0,0.2381,13,0.5,0.2,1.0,2,0,0,0,0,0,0,0,0
28,0,0,1,1,71.4286,0,0,0.1786,20,0.9,0.1852,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,0,58.3333,0,0,0.2083,17,0.5,0.1739,1.0,2,0,0,0,0,0,0,0,0
39,0,0,1,1,69.2308,0,0,0.1538,30,0.5,0.1053,1.0,3,0,0,0,0,0,0,0,0
50,0,0,4,0,84.0,0,0,0.22,31,0.3,0.102,1.0,3,0,0,0,0,0,0,0,0
83,0,0,2,1,91.5663,0,0,0.0843,74,0.5,0.061,1.0,4,0,0,0,0,0,0,0,0
69,0,0,5,1,85.5072,0,0,0.2174,37,0.95,0.0588,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,1,60.8696,0,0,0.2174,15,0.95,0.2273,1.0,3,0,0,0,0,0,0,0,0
35,0,0,1,0,65.7143,0,0,0.1429,28,0.5,0.1176,1.0,2,0,0,0,0,0,0,0,0
27,0,0,1,1,51.8519,0,0,0.1852,19,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,1,66.6667,0,0,0.2083,16,0.85,0.1739,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,65.5172,0,0,0.1724,21,0.85,0.1429,1.0,3,0,0,0,0,0,0,0,0
30,0,0,3,1,60.0,0,0,0.2333,22,0.88,0.1379,1.0,2,0,0,0,0,0,0,0,0
22,0,0,1,1,63.6364,0,0,0.2273,14,0.95,0.1905,1.0,3,0,0,0,0,0,0,0,0
164,0,0,0,0,95.122,4,1,0.128,14,0.5,0.0245,1.0,4,0,0,0,0,0,0,0,0
30,0,0,1,1,80.0,0,0,0.1667,22,0.95,0.1379,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,0,77.7778,0,0,0.1852,20,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0
20,0,0,1,1,80.0,0,0,0.25,12,0.5,0.2632,1.0,4,0,0,0,0,0,0,0,0
36,0,0,1,1,83.3333,0,0,0.2222,27,0.5,0.0857,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,0,66.6667,0,0,0.2083,17,0.95,0.1739,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,64.0,0,0,0.2,17,0.85,0.1667,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,1,59.2593,0,0,0.1852,19,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0
22,0,0,1,1,45.4545,0,0,0.2273,14,0.5,0.1905,1.0,2,0,0,0,0,0,0,0,0
30,0,0,1,1,70.0,0,0,0.1667,22,0.95,0.1379,1.0,3,0,0,0,0,0,0,0,0
74,0,0,1,1,85.1351,0,0,0.1081,13,0.5,0.0411,1.0,2,0,0,0,0,0,0,0,0
29,0,0,1,1,68.9655,0,0,0.2069,21,0.95,0.1429,1.0,3,0,0,0,6,0,0,0,1
27,0,0,1,1,77.7778,0,0,0.1852,19,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0
57,0,0,1,0,87.7193,0,0,0.1579,26,0.5,0.0893,1.0,2,0,0,0,0,0,0,0,0
25,0,0,1,1,80.0,0,0,0.2,17,0.95,0.1667,1.0,3,2,0,1,3,0,1,0,1
36,0,0,1,1,72.2222,0,0,0.1667,27,0.5,0.1143,1.0,3,0,0,0,0,0,0,0,0
41,0,0,1,1,82.9268,0,0,0.1707,32,0.95,0.075,1.0,3,0,0,0,0,0,0,0,0
30,0,0,0,1,73.3333,0,0,0.1667,10,0.5,0.3448,1.0,2,0,0,0,0,0,0,0,0
32,0,0,1,1,71.875,0,0,0.1562,24,0.5,0.129,1.0,2,0,0,0,0,0,0,0,0
27,0,0,1,1,74.0741,0,0,0.1852,19,0.88,0.1538,1.0,2,0,0,0,0,0,0,0,0
32,0,0,1,1,78.125,0,0,0.1562,24,0.9,0.2258,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,0,43.4783,0,0,0.2174,16,0.95,0.1818,1.0,3,0,0,0,0,0,0,0,0
30,0,0,1,1,70.0,0,0,0.1667,22,0.95,0.1379,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,1,58.3333,0,0,0.2083,16,0.95,0.2174,1.0,3,0,0,0,0,0,0,0,0
26,0,0,1,1,61.5385,0,0,0.1923,18,0.95,0.16,1.0,3,3,0,1,0,1,1,1,1
51,0,0,2,1,82.3529,0,0,0.1961,25,0.5,0.12,1.0,2,0,0,0,0,0,0,0,0
48,0,0,1,1,87.5,0,0,0.1667,39,0.5,0.0426,1.0,2,0,0,0,0,0,0,0,0
45,0,0,1,1,73.3333,0,0,0.1333,36,0.95,0.0909,1.0,3,0,0,0,0,0,0,0,0
45,0,0,1,1,71.1111,0,0,0.2,36,0.95,0.0909,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,0,79.3103,0,0,0.1724,22,0.95,0.2143,1.0,3,0,0,0,0,0,0,0,0
64,0,0,1,0,89.0625,0,0,0.1562,18,0.95,0.0794,1.0,3,0,0,0,0,0,0,0,0
91,0,0,2,1,94.5055,0,0,0.0879,73,0.5,0.0222,1.0,4,0,0,0,0,0,0,0,0
25,0,0,1,1,72.0,0,0,0.2,17,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,64.0,0,0,0.2,17,0.95,0.1667,1.0,3,0,0,1,10,0,1,0,1
48,0,0,2,1,83.3333,0,0,0.1458,39,0.8,0.0638,1.0,2,0,0,0,0,0,0,0,0
26,0,0,1,1,57.6923,0,0,0.1923,18,0.85,0.2,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,68.0,0,0,0.2,17,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
44,0,0,1,0,77.2727,0,0,0.1818,20,0.5,0.0465,1.0,2,0,0,0,0,0,0,0,0
24,0,0,1,0,70.8333,0,0,0.2083,17,0.95,0.1739,1.0,3,0,0,1,0,0,1,0,1
37,0,0,1,1,78.3784,0,0,0.1622,28,0.95,0.0833,1.0,3,0,0,0,0,0,0,0,0
78,0,0,0,1,88.4615,0,0,0.1026,7,0.5,0.0519,1.0,2,0,0,0,0,0,0,0,0
33,0,0,2,1,69.697,0,0,0.1818,25,0.9,0.1562,1.0,2,0,0,0,0,0,0,0,0
28,0,0,1,1,71.4286,0,0,0.1786,20,0.95,0.1481,1.0,3,0,0,0,7,1,1,0,1
44,0,0,1,1,72.7273,0,0,0.1818,29,0.85,0.093,1.0,3,0,0,0,0,0,0,0,0
67,0,0,0,1,83.5821,0,0,0.0896,7,0.5,0.0455,1.0,2,0,0,0,0,0,0,0,0
49,0,0,2,1,75.5102,0,0,0.1837,40,0.5,0.0417,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,1,67.8571,0,0,0.1786,20,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0
34,0,0,1,1,73.5294,0,0,0.1765,25,0.95,0.0909,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,76.0,0,0,0.2,17,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
20,0,0,1,0,70.0,0,0,0.25,13,0.5,0.2105,1.0,2,0,0,0,0,0,0,0,0
21,0,0,1,1,61.9048,0,0,0.2857,13,0.5,0.25,1.0,2,0,0,0,0,0,0,0,0
27,0,0,1,0,66.6667,0,0,0.1852,20,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0
29,0,0,2,1,65.5172,0,0,0.2069,21,0.98,0.1429,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,0,67.8571,0,0,0.1786,21,0.55,0.2222,1.0,4,0,0,0,0,0,0,0,0
37,0,0,1,1,94.5946,0,0,0.1351,29,0.5,0.2222,1.0,2,0,0,0,0,0,0,0,0
26,0,0,1,1,69.2308,0,0,0.1923,18,0.95,0.16,1.0,3,0,0,0,0,0,0,0,0
30,0,0,1,0,73.3333,0,0,0.2333,22,0.88,0.069,1.0,2,0,0,0,0,0,0,0,0
29,0,0,2,0,62.069,0,0,0.2069,22,0.95,0.1429,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,0,54.1667,0,0,0.2083,17,0.95,0.1739,1.0,3,1,0,0,0,0,1,0,1
64,0,0,1,0,89.0625,0,0,0.1562,33,0.95,0.0317,1.0,3,0,0,0,0,0,0,0,0
31,0,0,2,0,64.5161,0,0,0.2258,24,0.85,0.1333,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,1,62.963,0,0,0.1852,19,0.5,0.1538,1.0,2,0,0,0,0,0,0,0,0
23,0,0,1,1,65.2174,0,0,0.2174,15,0.95,0.1818,1.0,3,1,1,1,108,0,1,0,1
24,0,0,1,0,62.5,0,0,0.2083,17,0.95,0.1739,1.0,3,0,0,0,0,0,0,0,0
35,0,0,1,1,71.4286,0,0,0.2286,26,0.95,0.1176,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,44.0,0,0,0.2,17,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
26,0,0,1,1,69.2308,0,0,0.1923,18,0.95,0.16,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,72.0,0,0,0.2,17,0.95,0.2083,1.0,3,0,0,0,0,0,0,0,0
31,0,0,1,1,74.1935,0,0,0.1613,23,0.95,0.1333,1.0,3,0,0,0,0,0,0,0,0
39,0,0,1,1,71.7949,0,0,0.1282,31,0.95,0.1053,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,1,56.5217,0,0,0.2174,15,0.95,0.1818,1.0,3,0,0,0,0,0,0,0,0
26,0,0,1,1,53.8462,0,0,0.1923,18,0.95,0.16,1.0,3,0,0,0,0,0,0,0,0
46,0,0,1,1,82.6087,0,0,0.1739,37,0.8,0.0889,1.0,2,0,0,0,0,0,0,0,0
26,0,0,1,1,61.5385,0,0,0.1923,18,0.95,0.16,1.0,3,0,0,0,0,0,0,0,0
19,0,0,1,0,52.6316,0,0,0.2632,12,0.9,0.2222,1.0,3,0,0,1,249,0,1,0,1
95,0,1,1,1,87.3684,0,0,0.1789,19,0.8,0.0319,0.9789,2,0,0,0,0,0,0,0,0
22,0,0,1,0,59.0909,0,0,0.2273,15,0.9,0.1905,1.0,3,0,0,0,0,0,0,0,0
71,0,0,0,1,81.6901,0,0,0.0845,23,0.95,0.0286,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,1,45.8333,0,0,0.2083,16,0.9,0.1739,1.0,3,0,0,0,0,0,0,0,0
36,0,0,1,1,80.5556,0,0,0.1389,28,0.95,0.1143,1.0,3,1,0,1,14,0,1,0,1
35,0,0,1,1,74.2857,0,0,0.1714,27,0.88,0.1176,1.0,2,0,0,0,0,0,0,0,0
22,0,0,1,0,63.6364,0,0,0.2273,15,0.5,0.1905,1.0,2,0,0,0,0,0,0,0,0
28,0,0,1,1,67.8571,0,0,0.1786,20,0.95,0.1852,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,56.0,0,0,0.2,17,0.9,0.1667,1.0,3,0,0,0,0,0,0,0,0
24,0,0,2,1,75.0,0,0,0.25,16,0.98,0.1739,1.0,3,0,0,0,2,0,1,0,0
33,0,0,2,0,60.6061,0,0,0.2121,25,0.95,0.0938,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,0,59.2593,0,0,0.1852,20,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0
21,0,0,1,1,52.381,0,0,0.2381,13,0.5,0.2,1.0,2,0,0,0,0,0,0,0,0
28,0,0,1,1,75.0,0,0,0.1786,20,0.9,0.1852,1.0,3,1,0,0,6,0,1,0,1
22,0,0,1,1,77.2727,0,0,0.2273,14,0.5,0.1905,1.0,2,0,0,0,0,0,0,0,0
31,0,0,1,1,70.9677,0,0,0.1613,23,0.9,0.1333,1.0,3,0,0,0,0,0,0,0,0
58,0,1,1,1,87.931,0,0,0.1552,31,0.5,0.0877,0.9655,3,0,0,0,0,0,0,0,0
40,0,0,3,0,85.0,0,0,0.175,33,0.95,0.1026,1.0,3,0,0,0,0,0,0,0,0
32,0,0,1,0,50.0,0,0,0.2188,24,0.95,0.0968,1.0,3,0,0,0,0,0,0,0,0
43,0,0,1,1,58.1395,0,0,0.1395,34,0.5,0.0714,1.0,3,0,0,0,0,0,0,0,0
31,0,0,2,1,61.2903,0,0,0.1935,23,0.5,0.1333,1.0,2,0,0,0,0,0,0,0,0
55,0,0,2,1,80.0,0,0,0.1818,47,0.8,0.0556,1.0,2,0,0,0,0,0,0,0,0
26,0,0,1,0,65.3846,0,0,0.1923,19,0.5,0.16,1.0,2,0,0,0,0,0,0,0,0
23,0,0,1,1,60.8696,0,0,0.2174,15,0.95,0.2273,1.0,3,0,0,0,0,0,0,0,0
31,0,0,1,1,61.2903,0,0,0.1613,23,0.95,0.1333,1.0,3,0,0,0,0,0,0,0,0
26,0,0,1,1,73.0769,0,0,0.1923,18,0.95,0.16,1.0,3,0,0,0,0,0,0,0,0
31,0,0,1,1,67.7419,0,0,0.2258,22,0.5,0.1,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,0,74.0741,0,0,0.1852,20,0.5,0.1538,1.0,2,0,0,0,0,0,0,0,0
31,0,0,1,1,70.9677,0,0,0.1613,23,0.5,0.1333,1.0,2,0,0,0,0,0,0,0,0
19,0,0,1,1,52.6316,0,0,0.2632,11,0.95,0.2222,1.0,3,0,0,0,0,0,0,0,0
20,0,0,1,1,45.0,0,0,0.25,12,0.5,0.2105,1.0,2,0,0,0,0,0,0,0,0
34,0,0,2,1,79.4118,0,0,0.1765,26,0.5,0.1212,1.0,2,0,0,0,0,0,0,0,0
35,0,0,1,1,71.4286,0,0,0.1429,27,0.95,0.1176,1.0,3,0,0,0,0,0,0,0,0
22,0,0,1,1,81.8182,0,0,0.2273,14,0.85,0.1905,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,62.069,0,0,0.1724,21,0.95,0.1429,1.0,3,0,0,0,0,0,0,0,0
31,0,0,1,1,80.6452,0,0,0.1613,23,0.95,0.2,1.0,3,0,0,0,0,0,0,0,0
19,0,0,1,1,47.3684,0,0,0.2632,11,0.5,0.2222,1.0,2,0,0,0,0,0,0,0,0
136,0,0,2,1,94.1176,2,1,0.1691,53,0.5,0.0519,0.9926,2,0,0,0,0,0,0,0,0
41,0,0,1,1,63.4146,0,0,0.1951,32,0.95,0.125,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,0,73.913,0,0,0.2174,16,0.95,0.1818,1.0,3,0,0,0,0,0,0,0,0
20,0,0,1,0,65.0,0,0,0.25,13,0.5,0.2105,1.0,2,0,0,0,0,0,0,0,0
20,0,0,1,1,45.0,0,0,0.25,12,0.9,0.2105,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,68.0,0,0,0.2,17,0.85,0.1667,1.0,3,0,0,0,0,0,0,0,0
26,0,0,1,1,73.0769,0,0,0.1923,18,0.5,0.2,1.0,2,0,0,0,195,0,1,0,0
101,0,0,1,1,92.0792,1,0,0.1683,16,0.95,0.07,1.0,3,0,0,0,0,0,0,0,0
26,0,0,1,1,53.8462,0,0,0.1923,18,0.95,0.2,1.0,3,0,0,0,0,0,0,0,0
19,0,0,0,0,57.8947,0,0,0.2105,12,0.5,0.1667,1.0,2,0,0,0,0,0,0,0,0
34,0,0,1,1,85.2941,0,0,0.2059,20,0.95,0.0606,1.0,3,0,0,0,0,0,0,0,0
21,0,0,1,1,57.1429,0,0,0.2381,13,0.5,0.25,1.0,2,0,0,0,0,0,0,0,0
80,0,0,0,1,90.0,0,0,0.1625,17,0.88,0.0506,1.0,2,0,0,0,0,0,0,0,0
29,0,0,1,1,58.6207,0,0,0.1724,21,0.95,0.1786,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,1,55.5556,0,0,0.1852,19,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0
30,0,0,1,1,60.0,0,0,0.1667,22,0.9,0.1379,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,0,68.0,0,0,0.2,18,0.85,0.0833,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,0,86.2069,0,0,0.1724,22,0.5,0.1429,1.0,5,0,0,0,0,0,0,0,0
28,0,0,1,1,75.0,0,0,0.1786,20,0.95,0.1481,1.0,3,0,3,0,2,0,0,0,1
52,0,0,3,0,92.3077,0,0,0.1923,44,0.3,0.098,1.0,3,0,0,0,0,0,0,0,0
22,0,0,1,1,68.1818,0,0,0.2273,14,0.85,0.2381,1.0,3,0,0,0,0,0,0,0,0
32,0,0,1,1,68.75,0,0,0.1562,24,0.95,0.129,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,1,71.4286,0,0,0.1786,20,0.85,0.1481,1.0,3,0,0,0,0,0,0,0,0
66,0,0,0,1,83.3333,0,0,0.1061,18,0.95,0.0615,1.0,3,0,0,0,0,0,0,0,0
22,0,0,1,1,68.1818,0,0,0.2273,14,0.5,0.1905,1.0,2,0,0,0,0,0,0,0,0
33,0,0,1,1,81.8182,0,0,0.1818,25,0.55,0.125,1.0,4,0,0,0,0,0,0,0,0
34,0,0,2,0,76.4706,0,0,0.1765,27,0.95,0.1212,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,1,71.4286,0,0,0.2143,19,0.95,0.0741,1.0,3,0,0,0,0,0,0,0,0
39,0,0,1,1,79.4872,0,0,0.1538,30,0.5,0.0789,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,64.0,0,0,0.24,17,0.95,0.2083,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,60.0,0,0,0.2,17,0.95,0.2083,1.0,3,0,0,0,0,0,0,0,0
23,0,0,2,0,69.5652,0,0,0.2609,16,0.8,0.1818,1.0,2,0,0,0,0,0,0,0,0
35,0,0,2,0,74.2857,0,0,0.1714,28,0.95,0.1176,1.0,3,0,0,0,0,0,0,0,0
30,0,0,1,1,86.6667,0,0,0.1667,22,0.5,0.1379,1.0,2,0,0,0,0,0,0,0,0
29,0,0,1,1,82.7586,0,0,0.1724,21,0.95,0.1429,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,0,71.4286,0,0,0.25,15,0.35,0.2222,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,56.0,0,0,0.2,17,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
43,0,0,1,1,55.814,0,0,0.2093,17,0.35,0.0714,1.0,3,0,0,0,0,0,0,0,0
28,0,0,2,0,85.7143,0,0,0.2143,21,0.85,0.1481,1.0,2,0,0,0,0,0,0,0,0
24,0,0,2,0,66.6667,0,0,0.25,17,0.5,0.1739,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,1,60.8696,0,0,0.2174,15,0.5,0.1818,1.0,2,0,0,0,0,0,0,0,0
23,0,0,1,0,69.5652,0,0,0.2174,16,0.5,0.1818,1.0,2,0,0,0,0,0,0,0,0
27,0,0,0,0,59.2593,0,0,0.2593,13,0.35,0.1154,1.0,3,0,0,0,0,0,0,0,0
19,0,0,1,1,57.8947,0,0,0.2632,11,0.9,0.2222,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,0,57.1429,0,0,0.1786,21,0.95,0.1852,1.0,3,0,0,0,0,0,0,0,0
17,0,0,1,0,58.8235,0,0,0.2941,10,0.5,0.25,1.0,2,0,0,0,0,0,0,0,0
38,0,0,1,1,60.5263,0,0,0.1842,29,0.95,0.0811,1.0,3,0,0,0,0,0,0,0,0
30,0,0,1,0,76.6667,0,0,0.1667,23,0.95,0.1379,1.0,3,0,0,0,0,0,0,0,0
32,0,0,1,0,59.375,0,0,0.1875,25,0.95,0.1935,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,1,62.963,0,0,0.1852,19,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,1,52.1739,0,0,0.2609,15,0.88,0.2273,1.0,2,0,0,0,0,0,0,0,0
34,0,0,1,1,79.4118,0,0,0.2059,25,0.5,0.1818,1.0,3,0,0,0,0,0,0,0,0
28,0,0,0,1,57.1429,0,0,0.1786,19,0.95,0.0741,1.0,3,0,0,0,0,0,0,0,0
32,0,0,1,1,75.0,0,0,0.1562,24,0.95,0.1613,1.0,3,0,0,0,0,0,0,0,0
33,0,0,1,1,72.7273,0,0,0.1515,25,0.95,0.125,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,1,60.8696,0,0,0.2174,15,0.5,0.1818,1.0,2,0,0,0,0,0,0,0,0
25,0,0,1,1,60.0,0,0,0.24,17,0.95,0.2083,1.0,3,0,0,0,0,0,0,0,0
30,0,0,1,1,73.3333,0,0,0.1667,22,0.95,0.1379,1.0,3,0,0,0,0,0,0,0,0
21,0,0,1,1,61.9048,0,0,0.2381,13,0.55,0.2,1.0,4,0,0,1,74,0,1,0,1
28,0,0,1,0,71.4286,0,0,0.1786,21,0.95,0.2222,1.0,3,0,0,0,0,0,0,0,0
29,0,0,2,1,65.5172,0,0,0.2069,21,0.5,0.1429,1.0,2,0,0,0,0,0,0,0,0
33,0,0,2,1,75.7576,0,0,0.1818,25,0.5,0.125,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,0,81.4815,0,0,0.1852,20,0.95,0.2308,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,0,70.3704,0,0,0.1852,20,0.5,0.1538,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,65.5172,0,0,0.2069,21,0.9,0.1429,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,1,64.2857,0,0,0.1786,20,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0
55,0,0,2,1,81.8182,0,0,0.1818,47,0.8,0.0926,1.0,2,0,0,0,0,0,0,0,0
34,0,0,1,1,64.7059,0,0,0.1471,26,0.95,0.1212,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,0,72.0,0,0,0.24,18,0.5,0.1667,1.0,2,0,0,0,0,0,0,0,0
31,0,0,1,1,74.1935,0,0,0.1613,23,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
24,0,0,3,1,79.1667,0,0,0.2917,16,0.5,0.1739,1.0,2,0,0,0,0,0,0,0,0
29,0,0,1,1,68.9655,0,0,0.1724,21,0.95,0.1429,1.0,3,0,0,0,0,0,0,0,0
45,0,0,1,1,73.3333,0,0,0.1333,36,0.95,0.0909,1.0,3,0,0,0,0,0,0,0,0
137,0,0,0,0,97.0803,0,0,0.146,25,0.95,0.0441,1.0,3,0,0,0,0,0,0,0,0
26,0,0,2,1,76.9231,0,0,0.2308,18,0.5,0.16,1.0,2,0,0,0,0,0,0,0,0
27,0,0,1,0,66.6667,0,0,0.1852,20,0.5,0.1923,1.0,2,0,0,0,0,0,0,0,0
35,0,0,1,1,80.0,0,0,0.2,27,0.95,0.1471,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,1,78.5714,0,0,0.2143,20,0.5,0.1481,1.0,2,0,0,0,0,0,0,0,0
46,0,0,2,0,82.6087,0,0,0.1304,39,0.95,0.0889,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,0,88.0,0,0,0.2,18,0.5,0.2083,1.0,3,0,0,0,0,0,0,0,0
26,0,0,0,0,88.4615,0,0,0.2308,11,0.5,0.08,1.0,2,0,0,0,0,0,0,0,0
25,0,0,2,1,68.0,0,0,0.28,17,0.5,0.2083,1.0,2,0,0,0,0,0,0,0,0
23,0,0,1,0,65.2174,0,0,0.2174,16,0.5,0.1818,1.0,4,0,0,0,0,0,0,0,0
43,0,0,1,1,76.7442,0,0,0.186,34,0.95,0.0952,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,0,55.1724,0,0,0.1724,22,0.95,0.1429,1.0,3,0,0,0,0,0,0,0,0
26,0,0,1,1,76.9231,0,0,0.1923,18,0.95,0.24,1.0,3,0,0,0,0,0,0,0,0
35,0,0,1,1,65.7143,0,0,0.1429,27,0.95,0.1176,1.0,3,0,0,0,0,0,0,0,0
23,0,0,2,1,69.5652,0,0,0.2609,15,0.5,0.1818,1.0,2,0,0,0,0,0,0,0,0
67,0,0,0,1,82.0896,0,0,0.0896,7,0.5,0.0455,1.0,2,0,0,0,0,0,0,0,0
34,0,0,1,1,58.8235,0,0,0.1765,25,0.95,0.0909,1.0,3,0,0,0,0,0,0,0,0
30,0,0,1,1,63.3333,0,0,0.1667,22,0.95,0.2414,1.0,3,0,0,0,0,0,0,0,0
78,0,0,0,1,89.7436,0,1,0.1538,17,0.5,0.039,1.0,2,0,0,0,0,0,0,0,0
21,0,0,1,0,61.9048,0,0,0.2381,14,0.95,0.2,1.0,3,0,0,0,0,0,0,0,0
36,0,0,1,1,72.2222,0,0,0.1667,27,0.5,0.1143,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,1,56.5217,0,0,0.2174,15,0.95,0.1818,1.0,3,0,0,0,0,0,0,0,0
41,0,0,2,1,85.3659,0,0,0.1463,33,0.88,0.175,1.0,2,0,0,0,0,0,0,0,0
91,0,0,3,0,91.2088,0,0,0.1319,64,0.5,0.0556,1.0,4,0,0,0,0,0,0,0,0
63,0,0,3,0,92.0635,0,0,0.1746,52,0.3,0.0645,1.0,3,0,0,0,0,0,0,0,0
47,0,0,1,1,72.3404,0,0,0.1702,38,0.5,0.0652,1.0,3,0,0,0,0,0,0,0,0
24,0,0,2,1,62.5,0,0,0.25,16,0.9,0.1739,1.0,2,0,0,0,0,0,0,0,0
41,0,0,1,1,82.9268,0,0,0.1951,32,0.95,0.075,1.0,3,0,0,0,0,0,0,0,0
24,0,0,2,1,58.3333,0,0,0.25,16,0.9,0.1739,1.0,2,0,0,0,39,0,1,0,0
75,0,0,0,1,84.0,0,0,0.1333,25,0.95,0.0541,1.0,3,0,0,0,0,0,0,0,0
26,0,0,2,1,69.2308,0,0,0.2308,18,0.88,0.16,1.0,2,0,0,0,0,0,0,0,0
25,0,0,2,0,72.0,0,0,0.24,18,0.8,0.1667,1.0,2,0,0,0,0,0,0,0,0
20,0,0,1,1,65.0,0,0,0.25,12,0.95,0.2105,1.0,3,0,0,0,0,0,1,0,0
54,0,0,4,1,77.7778,0,0,0.2407,39,0.95,0.0755,1.0,3,0,0,0,0,0,0,0,0
41,0,0,3,1,80.4878,0,0,0.1951,32,0.95,0.05,1.0,3,0,0,0,0,0,0,0,0
26,0,0,1,1,69.2308,0,0,0.1923,18,0.95,0.16,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,1,75.0,0,0,0.2083,16,0.88,0.1739,1.0,2,0,0,0,0,0,0,0,0
22,0,0,1,1,63.6364,0,0,0.2727,13,0.5,0.2381,1.0,2,0,0,0,0,0,0,0,0
55,0,0,4,1,81.8182,0,0,0.1818,46,0.85,0.037,1.0,3,0,0,0,0,0,0,0,0
33,0,0,2,1,63.6364,0,0,0.1818,25,0.5,0.125,1.0,2,0,0,0,0,0,0,0,0
54,0,0,0,1,81.4815,0,0,0.1111,18,0.5,0.1321,1.0,2,0,0,0,0,0,0,0,0
21,0,0,1,0,61.9048,0,0,0.2381,14,0.95,0.2,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,0,55.5556,0,0,0.1852,20,0.95,0.2308,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,1,70.3704,0,0,0.1852,19,0.5,0.1538,1.0,2,0,0,0,0,0,0,0,0
